1.46177                 0            0.6024
1.52836         0.0665934            0.6089
1.5115         0.0419803          0.609333
1.51989         0.0308473          0.609075
1.52087         0.0239141           0.61054
1.52553         0.0200741           0.61195
1.52629         0.0169827          0.610871
1.52744         0.0147527          0.611075
1.51868         0.0156838          0.609722
1.51247          0.015341           0.60857
1.50927         0.0142422          0.608809
1.50996         0.0130198          0.609625
1.50531         0.0128481          0.609323
1.50034         0.0128898          0.608829
1.49956         0.0120255            0.6089
1.49869         0.0112822          0.609206
1.49837         0.0106027          0.609088
1.49644         0.0101793          0.608983
1.49788        0.00973524          0.608905
1.49682        0.00929614           0.60893
1.50047         0.0095654          0.609329
1.49833        0.00936733          0.608982
1.49713         0.0090318          0.608674
1.50018        0.00917209          0.608738
1.50147        0.00889146          0.609112
1.49933         0.0088067          0.609235
1.49932        0.00847426          0.609481
1.50056        0.00826047            0.6095
1.5028         0.0082782          0.609252
1.50289        0.00799803          0.609263
1.50501        0.00802169          0.609332
1.50555        0.00778522          0.609072
1.50517        0.00755502          0.609303
1.50271        0.00773231          0.608968
1.5047         0.0077676          0.609203
1.5065         0.0077602          0.609183
1.50564        0.00759633          0.608968
1.50529        0.00740202          0.608958
1.50591        0.00723672          0.609179
1.50426        0.00724364          0.608835
1.50526        0.00713544          0.608963
1.50536        0.00696411          0.608967
1.50328         0.0071099          0.608895
1.50155        0.00715802          0.608502
1.50117        0.00700792          0.608371
1.50155        0.00686449          0.608411
1.50123        0.00672441          0.608223
1.5018        0.00660782          0.608204
1.50184        0.00647167          0.608102
1.5012        0.00637358          0.607968
1.50097        0.00625144          0.607961
1.50065         0.0061384          0.608015
1.5013        0.00605601          0.608228
1.49964        0.00616843          0.608146
1.50156        0.00635275          0.608275
1.50175         0.0062412          0.608143
1.50338        0.00634257          0.608198
1.50327        0.00623324          0.608262
1.5049        0.00633997          0.608386
1.50635        0.00639885          0.608482
1.50592         0.0063077          0.608297
1.50638        0.00622247          0.608497
1.5062        0.00612552          0.608625
1.50697        0.00607791          0.608727
1.50592         0.0060746          0.608535
1.50515        0.00603182          0.608552
1.50531         0.0059432          0.608673
1.50488        0.00587043          0.608591
1.50534        0.00580303            0.6086
1.50493        0.00573441          0.608643
1.50486        0.00565357          0.608638
1.50348        0.00574104           0.60844
1.50378        0.00566955          0.608599
1.50324         0.0056185          0.608557
1.5017        0.00575346           0.60854
1.50204        0.00568788          0.608622
1.50209        0.00561372          0.608692
1.50205        0.00554144          0.608692
1.50295        0.00554453          0.608722
1.50212        0.00553653          0.608648
1.50352        0.00564326           0.60867
1.50364        0.00557521          0.608768
1.50284        0.00556498          0.608572
1.50388        0.00559652          0.608596
1.50413        0.00553576          0.608632
1.50318        0.00555263          0.608486
1.50332        0.00549026          0.608553
1.50298        0.00543847          0.608442
1.50336        0.00539033            0.6086
1.50361        0.00533618            0.6087
1.50333        0.00528477          0.608647
1.5031        0.00523194          0.608726
1.50277        0.00518577          0.608655
1.50251        0.00513705           0.60861
1.50214        0.00509652          0.608591
1.5023        0.00504588          0.608553
1.50184        0.00501502          0.608467
1.50223          0.004979          0.608603
1.50214        0.00492925          0.608676
1.50207        0.00488027            0.6087
