15.3604	0
15.0152	0.345175
14.9169	0.222201
15.1539	0.284354
15.0628	0.238353
14.9309	0.23513
14.8447	0.216589
14.9976	0.241963
15.0215	0.214732
14.9782	0.196888
15.0156	0.181969
14.9835	0.169176
14.9347	0.163113
14.8685	0.164859
14.8933	0.155465
14.9066	0.146029
14.881	0.139533
14.843	0.136927
14.882	0.135254
14.8977	0.129274
14.8549	0.13022
14.8094	0.132226
14.8311	0.128203
14.8212	0.123149
14.791	0.121913
14.8153	0.119624
14.8139	0.115117
14.8771	0.127691
14.9029	0.125874
14.9246	0.123524
14.9558	0.123489
14.9723	0.120692
14.9819	0.117374
14.9845	0.1139
14.9676	0.111887
14.9652	0.10876
14.9793	0.106706
14.9718	0.104132
14.9711	0.101429
14.9672	0.0989353
14.9716	0.0965905
14.9736	0.0942832
14.9864	0.0929489
14.9972	0.091456
14.9956	0.0894153
14.9887	0.0877186
14.9971	0.0862367
15.0005	0.0844911
14.9714	0.0877011
14.9607	0.0865924
14.9816	0.0874081
14.9844	0.0857562
14.9806	0.084209
14.9881	0.0829717
14.9975	0.0819901
14.9847	0.0815268
14.9731	0.0809168
14.964	0.080023
14.9782	0.0799191
14.984	0.0787894
14.9721	0.0783875
14.9611	0.0778968
14.9534	0.0770361
14.9469	0.0761059
14.963	0.0766484
14.9612	0.0755005
14.9511	0.0750496
14.9558	0.0740864
14.9631	0.0733722
14.9672	0.0724306
14.9699	0.0714552
14.9765	0.070762
14.979	0.069831
14.9756	0.0689652
14.9724	0.0681103
14.9788	0.0675054
14.9682	0.0674506
14.972	0.0666842
14.9661	0.0660955
14.9646	0.0652802
14.9602	0.0646246
14.9598	0.0638327
14.9666	0.0634263
14.9607	0.0629471
14.9561	0.0623723
14.9475	0.0622366
14.9461	0.0615336
14.9539	0.0613378
14.9533	0.0606479
14.9444	0.0606309
14.9418	0.0600185
14.9403	0.059381
14.9357	0.0589151
14.9316	0.0584319
14.9355	0.0579439
14.9435	0.0578938
14.9489	0.0575521
14.9421	0.0573632
14.9493	0.0572305
14.946	0.0567512
