11.8808				15.0355
11.278				12.8496
10.5052				11.7821
9.9775				11.0592
9.43672				10.4697
9.04928				9.97129
8.9053				9.56076
8.27581				9.19098
7.71021				8.83026
7.50545				8.27464
7.25827				7.95106
7.09516				7.64911
6.8516				7.35636
6.73913				7.14494
6.69419				6.8895
6.69419				6.76293
6.65964				6.71632
6.42393				6.69199
6.26652				6.58482
6.19322				6.38992
6.19008				6.28669
6.07194				6.22486
6.03462				6.16331
5.84473				6.08789
5.68292				6.00961
5.40827				5.80224
5.28699				5.68904
5.28699				5.5242
5.26954				5.3453
5.18924				5.36666
5.18924				5.38479
5.15892				5.23947
5.15892				5.19057
5.1128				5.17221
5.1128				5.14844
5.1128				5.12638
5.1128				5.11567
5.1128				5.11307
5.1128				5.11542
5.1128				5.11445
5.1128				5.11532
5.1128				5.11331
5.1128				5.11356
5.1128				5.11342
5.1128				5.1132
5.1128				5.11532
5.1128				5.11294
5.1128				5.11388
5.1128				5.11291
5.1128				5.11298
5.1128				5.1128
5.1128				5.11373
5.1128				5.11295
5.1128				5.11335
5.1128				5.11386
5.09757				5.11362
5.09757				5.10997
5.0967				5.10277
5.0967				5.09997
5.0967				5.09915
5.0967				5.09757
5.0967				5.09674
5.04124				5.09725
5.04124				5.11393
5.04124				5.09018
5.04124				5.05609
5.04124				5.04282
5.04124				5.04126
5.04124				5.04124
5.04124				5.04142
5.04124				5.04342
5.04124				5.04319
5.04124				5.04147
5.04124				5.04163
5.04124				5.04408
5.04124				5.04248
5.04124				5.04166
5.04124				5.04302
5.04124				5.04174
5.04124				5.04205
5.00113				5.04159
5.00113				5.06341
5.00113				5.06763
5.00113				5.01896
5.00113				5.00544
5.00113				5.00213
4.98909				5.00266
4.98426				4.99959
4.98426				4.99593
4.98426				4.98799
4.98426				4.9856
4.98426				4.98497
4.98426				4.98534
4.98426				4.98552
4.98426				4.98514
4.98426				4.98537
4.98426				4.9866
4.98426				4.9868
4.98426				4.98844
4.98426				4.98598
4.98426				4.98498
4.98426				4.98546
4.98426				4.98447
4.98426				4.98576
4.98426				4.98574
4.98426				4.98627
4.98426				4.98515
4.98426				4.98739
4.98426				4.9847
4.98426				4.98499
4.98426				4.985
4.98426				4.98512
4.98426				4.98462
4.98426				4.98432
4.98426				4.98503
4.98426				4.9852
4.98426				4.98468
4.98426				4.98746
4.98426				4.98506
4.98426				4.98636
4.98426				4.9853
4.98426				4.98483
4.98426				4.98595
4.98426				4.98502
4.98426				4.98462
4.98426				4.98463
4.98426				4.98438
4.98426				4.98586
4.98426				4.98467
4.98426				4.98585
4.98426				4.98427
4.98426				4.98428
4.98426				4.9873
4.98426				4.98469
4.98426				4.9847
4.98426				4.98608
4.98426				4.98567
4.98426				4.98561
4.98426				4.98428
4.98426				4.98427
4.98426				4.98533
4.98426				4.98464
4.98426				4.98594
4.98426				4.98473
4.98426				4.98643
4.98426				4.98566
4.98426				4.9852
4.98426				4.98567
4.98426				4.98548
4.98426				4.98595
4.98426				4.98504
4.98426				4.98622
4.98426				4.98485
4.98426				4.98427
4.98426				4.98463
4.98426				4.98513
4.98426				4.98715
4.98426				4.98665
4.98426				4.986
4.98426				4.99022
4.98426				4.98772
4.98426				4.98494
4.98426				4.98488
4.98426				4.98431
4.98426				4.98457
4.98426				4.98751
4.98426				4.98762
4.98426				4.98764
4.98426				4.98507
4.98426				4.98599
4.98426				4.98648
4.98426				4.98455
4.98426				4.98579
4.98426				4.98586
4.98426				4.98442
4.98426				4.98673
4.98426				4.98493
4.98426				4.98503
4.98426				4.98577
4.98426				4.98574
4.98426				4.98497
4.98426				4.98513
4.98426				4.98625
4.98426				4.98579
4.98426				4.98575
4.98426				4.9859
4.98426				4.98547
4.98426				4.98442
4.98426				4.98609
4.98426				4.98435
4.98426				4.98443
4.98426				4.985
4.98426				4.98442
4.98426				4.98447
4.98426				4.98466
4.98426				4.98435
4.98426				4.98458
4.98426				4.98457
4.98426				4.98428
4.98426				4.9862
