1	0
0.982973	-0.18375
0.932472	-0.361242
0.850217	-0.526432
0.739009	-0.673696
0.602635	-0.798017
0.445738	-0.895163
0.273663	-0.961826
0.0922684	-0.995734
-0.0922684	-0.995734
-0.273663	-0.961826
-0.445738	-0.895163
-0.602635	-0.798017
-0.739009	-0.673696
-0.850217	-0.526432
-0.932472	-0.361242
-0.982973	-0.18375
-1	1.22465e-16
-0.982973	0.18375
-0.932472	0.361242
-0.850217	0.526432
-0.739009	0.673696
-0.602635	0.798017
-0.445738	0.895163
-0.273663	0.961826
-0.0922684	0.995734
0.0922684	0.995734
0.273663	0.961826
0.445738	0.895163
0.602635	0.798017
0.739009	0.673696
0.850217	0.526432
0.932472	0.361242
0.982973	0.18375
