#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.666224   -0.666224           0
           2    -0.66478   -0.665502 0.000510531
           3   -0.668556    -0.66652 0.000898178
           4   -0.666288   -0.666462 0.000675504
           5   -0.664324   -0.666034 0.000662049
           6   -0.664904   -0.665846 0.000577893
           7   -0.664104   -0.665597 0.000546297
           8    -0.66582   -0.665625  0.00047872
           9   -0.662804   -0.665312 0.000518079
          10   -0.664588   -0.665239 0.000471297
          11   -0.663508   -0.665082 0.000453969
          12   -0.665936   -0.665153 0.000421682
          13   -0.665012   -0.665142 0.000389384
          14   -0.662776   -0.664973 0.000396558
          15   -0.665192   -0.664988 0.000370389
          16   -0.667372   -0.665137 0.000376023
          17   -0.664532   -0.665101 0.000355583
          18    -0.66512   -0.665102  0.00033583
          19   -0.666916   -0.665198 0.000331445
          20   -0.662288   -0.665052 0.000345329
