427.793				474.199
410.68				454.659
410.68				440.734
405.363				428.028
394.394				417.814
386.481				407.238
382.687				401.22
373.24				393.115
369.357				386.283
367.055				381.178
361.282				377
352.395				372.599
349.212				369.409
345.502				363.616
344.503				357.867
340.595				353.38
337.728				349.187
332.05				346.04
326.562				342.39
324.122				338.894
324.122				334.115
323.858				330.399
318.75				326.986
316.481				324.93
316.476				324.195
314.759				323.067
312.464				321.68
310.947				320.931
305.968				318.947
301.691				318.614
299.604				315.029
299.604				312.922
298.85				310.757
297.54				307.178
296.639				305.323
296.038				303.087
294.794				302.668
285.032				300.307
284.002				298.136
282.46				296.073
276.864				291.951
276.864				287.741
276.445				284.578
274.521				282.745
274.521				282.866
272.575				281.138
270.668				278.388
267.773				276.368
267.086				276.042
261.43				272.893
261.43				270.602
254.965				267.589
252.493				263.447
252.48				259.606
252.48				258.377
250.95				256.378
248.723				255.825
245.86				253.78
244.266				253.323
243.453				250.821
243.453				250.06
241.716				248.652
238.558				247.057
238.549				246.36
238.542				245.423
238.542				244.99
236.902				244.073
236.759				243.887
235.972				242.946
231.367				241.004
228.59				240.064
228.59				238.51
228.59				236.485
225.656				234.258
225.656				231.354
223.755				231.726
219.853				230.209
219.31				228.206
219.121				225.719
219.121				223.864
218.599				224.073
211.324				222.574
210.801				221.516
209.805				221.357
209.805				220.084
207.749				216.889
206.461				214.5
205.615				213.717
199.534				211.78
199.534				209.137
199.52				206.562
197.598				205.827
197.484				203.792
196.777				203.503
195.144				201.983
194.285				201.205
191.546				199.691
190.885				197.303
190.088				197.565
189.718				196.995
189.143				197.536
188.435				196.164
186.698				193.92
186.698				192.053
186.636				190.788
186.636				191.157
185.984				189.733
183.884				188.144
183.884				189.213
183.884				189.893
183.884				189.72
183.884				188.448
183.866				187.94
183.594				187.16
183.594				187.278
182.982				185.458
182.547				186.783
181.546				186.058
181.546				186.375
181.546				186.756
180.781				186.575
179.947				187.246
179.487				186.939
178.455				186.283
178.455				184.507
177.762				183.52
177.128				183.274
177.128				181.29
177.128				180.291
177.128				179.944
176.504				179.327
176.452				179.372
174.826				179.664
172.827				178.982
172.827				178.018
172.827				177.129
169.145				176.494
169.145				176.06
168.295				175.093
168.295				174.959
168.295				174.005
168.151				172.738
164.164				172.572
164.01				172.42
163.853				171.493
163.694				171.595
163.55				170.526
162.236				170.407
162.236				168.956
162.08				166.683
162.08				166.331
161.764				165.752
161.287				166.14
160.971				165.418
160.181				165.042
160.181				164.941
158.056				163.905
154.17				162.547
154.014				161.294
153.483				160.925
153.483				160.709
153.483				160.563
153.083				159.402
152.563				159.889
152.426				157.986
151.633				157.813
151.624				156.577
151.624				156.585
151.624				155.757
150.13				154.777
148.578				153.998
148.578				152.657
147.776				153.015
147.532				152.628
146.731				152.619
146.731				151.196
146.501				151.202
145.973				150.533
145.973				150.545
145.776				150.466
145.248				149.185
145.248				148.968
143.668				147.037
143.439				147.678
143.285				148.671
143.285				150.238
143.285				149.595
143.285				149.168
142.517				147.196
142.517				146.748
142.455				145.251
141.903				144.702
141.841				144.536
138.415				144.24
138.415				144.189
137.801				143.616
137.801				144.403
137.739				144.331
137.518				142.503
137.096				141.559
137.096				140.632
135.854				141.145
135.854				140.413
135.854				141.151
135.735				140.033
135.735				139.488
135.735				139.519
135.01				138.651
135.01				138.602
134.362				137.78
134.362				136.818
134.362				137.313
134.302				137.15
134.302				137.971
134.107				136.741
134.107				137.517
134.048				137.699
134.048				137.451
133.984				136.658
133.612				135.926
132.867				136.144
132.867				136.351
132.867				137.175
132.719				137.567
132.719				137.619
132.719				136.32
132.719				135.975
132.171				136.009
132.171				136.013
131.901				134.844
131.874				134.284
131.325				135.663
131.282				135.532
131.282				135.859
131.282				135.928
130.85				134.064
130.85				134.555
130.85				135.27
130.844				134.773
130.822				133.964
130.822				133.955
130.822				133.632
130.779				133.233
130.779				133.613
130.779				134.06
130.745				133.036
130.745				133.397
130.745				134.619
130.68				134.014
130.68				132.571
130.68				133.265
130.68				133.657
130.558				133.321
130.536				132.795
130.536				132.474
130.536				133.597
130.536				133.107
130.536				133.382
129.994				133.851
129.994				133.639
129.991				133.622
129.991				133.952
129.991				133.982
129.666				133.604
129.4				133.022
128.205				133.051
128.205				132.671
128.205				134.258
127.853				133.422
127.853				132.36
127.381				131.705
127.381				131.215
126.906				130.5
125.984				130.384
125.984				130.427
125.51				128.477
125.51				129.191
125.037				128.906
125.037				127.879
125.037				128.146
125.037				128.114
124.772				128.077
124.772				127.151
124.729				127.596
124.729				127.165
124.09				126.958
124.09				127.402
124.09				128.759
124.09				130.096
124.09				130.614
124.09				130.095
124.09				129.369
124.09				128.515
123.706				128.33
123.706				128.422
123.11				127.818
123.11				130.589
123.11				129.997
123.11				128.763
122.923				127.22
122.923				127.741
122.735				126.666
122.548				126.893
122.548				126.207
122.265				125.815
122.078				124.937
122.078				124.893
122.078				124.25
122.074				124.647
122.074				124.668
121.886				123.23
121.088				123.939
121.088				122.896
121.088				124.605
121.088				125.707
121.088				126.854
121.088				128.497
121.088				128.511
121.088				127.822
119.161				127.222
119.161				125.206
119.116				126.156
119.116				125.556
119.116				125.524
118.862				125.733
118.862				126.747
117.442				124.649
117.442				124.803
117.188				122.994
117.188				121.789
117.188				120.932
115.992				119.478
115.623				118.67
115.623				118.715
115.623				120.15
115.623				118.872
115.592				118.279
115.087				118.58
115.087				118.65
115.087				117.848
115.087				117.334
