-0.393494                 0             0.604
-0.409021         0.0155263            0.6048
-0.415575         0.0111048          0.608286
-0.418489        0.00837549          0.614444
-0.423272        0.00806038          0.614545
-0.426137        0.00717768          0.611692
-0.430369        0.00739685          0.611467
-0.433184        0.00699704          0.610941
-0.435465        0.00657879          0.609053
-0.436957        0.00607051             0.612
-0.442776        0.00800048          0.613043
-0.446054        0.00800539           0.61208
-0.447554        0.00751501           0.61237
-0.449565        0.00724236          0.613448
-0.446252        0.00751231          0.613161
-0.446546         0.0070333          0.613697
-0.445918        0.00663644          0.614286
-0.445562        0.00626704          0.615081
-0.446576        0.00601421          0.615487
-0.447707        0.00581655          0.614634
-0.447117        0.00556405          0.614093
-0.448628        0.00551633          0.613644
-0.44968         0.0053749          0.613447
-0.448879        0.00520799          0.613592
-0.447625        0.00515035          0.613412
-0.446774        0.00502096          0.613698
-0.446349        0.00485008          0.614036
-0.445929         0.0046925          0.613754
-0.444811        0.00466376          0.612203
-0.445222         0.0045243          0.611705
-0.443983        0.00454796          0.611079
-0.444691        0.00446013          0.611385
-0.444974        0.00433211          0.610179
-0.44473        0.00420983          0.610667
-0.444551         0.0040917          0.610028
-0.444773        0.00398261          0.609781
-0.444698        0.00387419          0.610453
-0.444758        0.00377133          0.610468
-0.445101        0.00368938          0.610456
-0.446263        0.00377913          0.611037
-0.446498        0.00369327          0.611494
-0.446293        0.00361007          0.612141
-0.446556        0.00353489          0.612713
-0.447202        0.00351344          0.612809
-0.447259        0.00343495          0.612286
-0.447357        0.00336089          0.611742
-0.447652        0.00330173            0.6116
-0.447584        0.00323292          0.611072
-0.447969        0.00318955          0.611172
-0.44764        0.00314229          0.611386
-0.446556        0.00326543          0.611903
-0.447058        0.00324117           0.61181
-0.447289        0.00318781          0.611794
-0.446722        0.00317916           0.61211
-0.447681        0.00326472          0.611405
-0.447735        0.00320634          0.611628
-0.448213        0.00318574          0.611322
-0.448411        0.00313657          0.611726
-0.448622        0.00309018          0.611479
-0.448161        0.00307305          0.611521
-0.448807         0.0030905          0.611073
-0.448913        0.00304211          0.610816
-0.449157        0.00300335          0.610913
-0.448632        0.00300229          0.610806
-0.448719        0.00295701          0.610977
-0.449075        0.00293352          0.611534
-0.449615        0.00293942          0.611585
-0.449809        0.00290239          0.611591
-0.449875        0.00286076          0.611683
-0.44935          0.002868          0.611475
-0.449591        0.00283754           0.61158
-0.449798         0.0028055          0.611655
-0.449193         0.0028322          0.611673
-0.449665        0.00283338          0.611342
-0.44982        0.00279961           0.61147
-0.450144        0.00278151          0.611386
-0.450153        0.00274516          0.611381
-0.4497        0.00274734          0.611732
-0.449611        0.00271379          0.611786
-0.449793         0.0026858          0.612075
-0.44971        0.00265375          0.611779
-0.449889        0.00262733          0.612109
-0.450079        0.00260243           0.61218
-0.45021         0.0025746          0.612556
-0.449855        0.00256876          0.612982
-0.449305        0.00259768          0.613006
-0.449577        0.00258202          0.613051
-0.449874        0.00256972          0.612814
-0.449699         0.0025467          0.612927
-0.449836          0.002522          0.613138
-0.449724        0.00249666          0.613158
-0.449796        0.00247041          0.613373
-0.449445        0.00246869          0.613369
-0.449784         0.0024656          0.613418
-0.449348        0.00247804          0.613162
-0.449273        0.00245325          0.613171
-0.449219        0.00242843          0.613149
-0.449211        0.00240354          0.613269
-0.449087        0.00238234          0.613276
-0.449401        0.00237927          0.613254
