#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.047029    0.047029           0
           2   0.0533344   0.0501817  0.00222932
           3   0.0577406   0.0527013  0.00253795
           4   0.0516946   0.0524496   0.0019159
           5    0.048459   0.0516515  0.00169081
           6    0.051222   0.0515799  0.00141052
           7   0.0498091    0.051327   0.0012315
           8   0.0523665   0.0514569  0.00108439
           9    0.050005   0.0512956 0.000975831
          10   0.0518976   0.0513558 0.000880103
          11   0.0491177   0.0511523 0.000823276
          12   0.0539945   0.0513892 0.000788002
          13   0.0527388    0.051493 0.000734194
          14   0.0547417    0.051725 0.000717487
          15   0.0542111   0.0518908 0.000688531
          16   0.0454009   0.0514852 0.000755587
          17   0.0551275   0.0516994 0.000740895
          18   0.0475995   0.0514716 0.000733913
          19   0.0508591   0.0514394 0.000695993
          20   0.0492321    0.051329 0.000669887
          21   0.0522931   0.0513749 0.000639559
          22   0.0537246   0.0514817 0.000619341
          23    0.046154   0.0512501 0.000634254
          24   0.0623197   0.0517113 0.000757182
          25   0.0533864   0.0517783 0.000729853
          26    0.052919   0.0518222 0.000703099
          27   0.0459733   0.0516056 0.000709646
          28    0.051431   0.0515993 0.000684328
          29   0.0491442   0.0515147 0.000665947
          30   0.0504443    0.051479 0.000644704
          31   0.0499516   0.0514297 0.000625787
          32   0.0535346   0.0514955 0.000609678
          33   0.0475796   0.0513768  0.00060264
          34    0.046246   0.0512259 0.000603515
          35    0.052085   0.0512505  0.00058677
          36   0.0480297    0.051161 0.000577251
          37   0.0475943   0.0510646 0.000569642
          38   0.0478117    0.050979 0.000561047
          39   0.0531493   0.0510347 0.000549414
          40   0.0493932   0.0509936 0.000537209
          41   0.0542317   0.0510726 0.000529879
          42    0.048697    0.051016 0.000520273
          43   0.0570505   0.0511564 0.000526761
          44   0.0498037   0.0511256 0.000515686
          45   0.0501792   0.0511046 0.000504655
          46   0.0521967   0.0511283 0.000494242
          47   0.0489845   0.0510827 0.000485826
          48   0.0518992   0.0510997 0.000476003
          49   0.0472601   0.0510214 0.000472694
          50   0.0557375   0.0511157 0.000472557
          51   0.0564806   0.0512209 0.000474855
          52   0.0470492   0.0511407 0.000472452
          53   0.0506635   0.0511317 0.000463623
          54   0.0492505   0.0510968 0.000456345
          55   0.0557346   0.0511812 0.000455771
          56   0.0514465   0.0511859 0.000447657
          57   0.0458912    0.051093 0.000449338
          58   0.0548763   0.0511582   0.0004463
          59   0.0540272   0.0512069 0.000441377
          60   0.0477092   0.0511486 0.000437853
          61   0.0508379   0.0511435 0.000430705
          62   0.0481871   0.0510958 0.000426389
          63   0.0548134   0.0511548 0.000423685
          64   0.0454456   0.0510656 0.000426353
          65   0.0510531   0.0510654 0.000419793
          66   0.0535703   0.0511034 0.000415145
          67   0.0490036    0.051072  0.00041013
          68   0.0496135   0.0510506 0.000404659
          69   0.0496948   0.0510309 0.000399271
          70   0.0448165   0.0509421 0.000403316
          71    0.049892   0.0509273 0.000397907
          72   0.0536898   0.0509657 0.000394226
          73   0.0557129   0.0510307 0.000394152
          74   0.0481309   0.0509916 0.000390769
          75   0.0511764    0.050994 0.000385567
          76   0.0449309   0.0509142 0.000388659
          77   0.0503923   0.0509075 0.000383671
          78   0.0510639   0.0509095 0.000378757
          79   0.0446871   0.0508307 0.000382065
          80   0.0511501   0.0508347  0.00037731
          81   0.0592204   0.0509382 0.000386594
          82   0.0462104   0.0508806 0.000386155
          83   0.0449764   0.0508094 0.000387999
          84   0.0522078   0.0508261 0.000383737
          85   0.0513069   0.0508317 0.000379264
          86   0.0499782   0.0508218 0.000374984
          87   0.0460892   0.0507674 0.000374599
          88    0.049526   0.0507533 0.000370607
          89   0.0531834   0.0507806 0.000367448
          90   0.0483974   0.0507541 0.000364318
          91   0.0549284      0.0508  0.00036319
          92   0.0544646   0.0508398  0.00036142
          93    0.047336   0.0508022 0.000359493
          94   0.0499418    0.050793 0.000355785
          95    0.052348   0.0508094 0.000352416
          96   0.0491115   0.0507917 0.000349188
          97    0.052054   0.0508047 0.000345831
          98   0.0536878   0.0508341 0.000343551
          99   0.0474794   0.0508002 0.000341748
         100   0.0439703   0.0507319 0.000345088
