#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1  -0.0425727  -0.0425727           0
           2    -0.15064  -0.0966062   0.0382074
           3   -0.258033   -0.150415   0.0507846
           4    -0.30275   -0.188499   0.0503836
           5   -0.364969   -0.223793   0.0511975
           6    -0.37144   -0.248401   0.0482171
           7   -0.355061   -0.263638   0.0436702
           8   -0.375205   -0.277584   0.0403768
           9   -0.390801   -0.290164   0.0377994
          10   -0.366112   -0.297758   0.0347741
          11   -0.378198   -0.305071   0.0323726
          12   -0.343363   -0.308262   0.0298317
          13   -0.315258     -0.3088   0.0275418
          14   -0.299258   -0.308119    0.025583
          15   -0.325326   -0.309266   0.0239032
          16   -0.346363   -0.311584   0.0225214
          17    -0.37451   -0.315286   0.0214986
          18   -0.354117   -0.317443   0.0204122
          19   -0.375845   -0.320517   0.0195679
          20   -0.394957   -0.324239   0.0189402
          21   -0.369857   -0.326411   0.0181624
          22   -0.351215   -0.327539   0.0173718
          23   -0.346582   -0.328367   0.0166363
          24   -0.398342   -0.331282   0.0161966
          25   -0.405452   -0.334249   0.0158181
          26   -0.409606   -0.337147    0.015473
          27   -0.403006   -0.339587   0.0150909
          28   -0.450618   -0.343552   0.0150639
          29   -0.420273   -0.346198    0.014775
          30   -0.415395   -0.348504   0.0144614
          31   -0.419983    -0.35081   0.0141775
          32   -0.426709   -0.353182   0.0139315
          33    -0.39906   -0.354572   0.0135785
          34   -0.431978   -0.356849   0.0133686
          35   -0.406402   -0.358265   0.0130614
          36   -0.412931   -0.359783   0.0127866
          37   -0.409132   -0.361117   0.0125104
          38   -0.403672   -0.362237   0.0122312
          39   -0.408874   -0.363433   0.0119759
          40   -0.479737    -0.36634   0.0120242
          41   -0.474483   -0.368978   0.0120168
          42   -0.454657   -0.371018   0.0119026
          43    -0.39004    -0.37146    0.011634
          44   -0.381009   -0.371677   0.0113716
          45   -0.375144   -0.371754   0.0111192
          46   -0.330295   -0.370853   0.0109139
          47   -0.317354   -0.369715   0.0107409
          48   -0.345231   -0.369205   0.0105292
          49   -0.401135   -0.369856   0.0103345
          50   -0.432785   -0.371115   0.0102041
          51   -0.423895    -0.37215   0.0100564
          52   -0.458899   -0.373818   0.0100004
          53   -0.414611   -0.374588  0.00984132
          54   -0.393854   -0.374944  0.00966553
          55   -0.398615   -0.375375  0.00949937
          56   -0.364608   -0.375183  0.00933169
          57   -0.358532    -0.37489  0.00917254
          58   -0.382358   -0.375019   0.0090153
          59   -0.373249   -0.374989  0.00886255
          60   -0.370704   -0.374918  0.00871513
          61   -0.417487   -0.375616  0.00860015
          62   -0.424668   -0.376407  0.00849775
          63   -0.437055   -0.377369  0.00841722
          64   -0.378152   -0.377382  0.00828571
          65   -0.390821   -0.377588  0.00816082
          66   -0.374298   -0.377539  0.00803732
          67   -0.403283   -0.377923  0.00792654
          68   -0.411139   -0.378411  0.00782501
          69   -0.366167   -0.378234  0.00771362
          70   -0.352225   -0.377862  0.00761236
          71   -0.320088   -0.377049  0.00754851
          72    -0.36336   -0.376858  0.00744607
          73   -0.393357   -0.377084   0.0073475
          74   -0.397119   -0.377355  0.00725319
          75   -0.419133   -0.377912  0.00717784
          76   -0.423905   -0.378517  0.00710886
          77   -0.414993   -0.378991   0.0070323
          78   -0.425022   -0.379581  0.00696686
          79   -0.394773   -0.379774  0.00688133
          80   -0.436119   -0.380478  0.00683126
          81   -0.413289   -0.380883  0.00675892
          82   -0.384746    -0.38093  0.00667666
          83   -0.395392   -0.381104  0.00659849
          84   -0.471291   -0.382178  0.00660671
          85   -0.448038   -0.382953  0.00657426
          86   -0.421868   -0.383405  0.00651337
          87   -0.469284   -0.384392  0.00651288
          88   -0.516965   -0.385899  0.00661081
          89   -0.510106   -0.387294  0.00668221
          90   -0.477723   -0.388299  0.00668308
          91   -0.452274   -0.389002  0.00664651
          92   -0.394316    -0.38906  0.00657452
          93   -0.399445   -0.389172  0.00650477
          94   -0.418593   -0.389485   0.0064431
          95   -0.354582   -0.389117  0.00638574
          96   -0.378173   -0.389003  0.00632024
          97   -0.427826   -0.389404  0.00626774
          98   -0.417838   -0.389694   0.0062105
          99   -0.449282   -0.390296  0.00617687
         100   -0.427758    -0.39067  0.00612645
