1.00055	0
1.00046	8.20019e-05
1.00014	0.000328483
1.0001	0.000235372
0.999993	0.000211574
0.999969	0.00017444
0.999913	0.000157671
0.999985	0.000154485
0.999942	0.000142854
0.999918	0.000130124
0.999942	0.00012013
0.999996	0.000122362
0.999945	0.000123666
0.999896	0.000124616
0.999863	0.000120639
0.99986	0.00011288
0.999884	0.000108746
0.999916	0.000107344
0.999882	0.000107087
0.99994	0.000117176
0.99998	0.000118499
1.00002	0.000120193
1.00002	0.000114859
1.00001	0.000110416
0.999982	0.000109589
0.999986	0.000105384
0.999992	0.000101586
1.00001	9.9561e-05
1.00003	9.7505e-05
1.00002	9.44683e-05
1.00002	9.14568e-05
0.999989	9.51663e-05
1.00001	9.36661e-05
0.999999	9.10638e-05
0.999994	8.85866e-05
1	8.66777e-05
1.00002	8.66802e-05
1.00002	8.46549e-05
1	8.41239e-05
1	8.19948e-05
1.00003	8.37756e-05
1.00005	8.56274e-05
1.00006	8.39171e-05
1.00005	8.20454e-05
1.00004	8.13596e-05
1.00003	8.08807e-05
1.00003	7.91948e-05
1.00004	7.7877e-05
1.00004	7.66397e-05
1.00004	7.51244e-05
1.00006	7.50224e-05
1.00005	7.35998e-05
1.00006	7.26518e-05
1.00006	7.1298e-05
1.00006	7.01631e-05
1.00006	6.88993e-05
1.00005	6.86787e-05
1.00004	6.81997e-05
1.00005	6.82011e-05
1.00006	6.73411e-05
1.00005	6.63102e-05
1.00004	6.57013e-05
1.00006	6.61167e-05
1.00007	6.55894e-05
1.00005	6.57805e-05
1.00006	6.50643e-05
1.00006	6.40942e-05
1.00006	6.31972e-05
1.00007	6.28154e-05
1.00008	6.2117e-05
1.00008	6.13136e-05
1.00008	6.06425e-05
1.00008	6.01327e-05
1.00008	5.94146e-05
1.00009	5.97016e-05
1.0001	5.94678e-05
1.0001	5.86908e-05
1.0001	5.80184e-05
1.0001	5.7393e-05
1.00009	5.69163e-05
1.00009	5.64839e-05
1.00008	5.59512e-05
1.00008	5.56634e-05
1.00008	5.50017e-05
1.00007	5.46507e-05
1.00007	5.40556e-05
1.00008	5.35865e-05
1.00008	5.3271e-05
1.00008	5.28414e-05
1.00008	5.22774e-05
1.00008	5.191e-05
1.00009	5.17226e-05
1.00008	5.15095e-05
1.00007	5.15432e-05
1.00007	5.11525e-05
1.00007	5.08088e-05
1.00007	5.03024e-05
1.00006	5.01052e-05
1.00007	5.00227e-05
1.00006	4.99558e-05
